text,aspect_start,aspect_end,opinion_start,opinion_end,sentiment,category
editer làm t? 1:46:0 không sub v?i c? 2:40:2 m?i ng??i có b? v? ti?ng không ? sau cùng nh?t,0,0,1,5,negative,TECHNICAL
editer làm t? 1:46:0 không sub v?i c? 2:40:2 m?i ng??i có b? v? ti?ng không ? sau cùng nh?t,,,8,16,negative,TECHNICAL
2t quán quân không x?ng ?áng 1 tí nào,0,0,3,8,negative,SPECIALIZE
thúy ngân tr? l?i r?i c?ng x?u,0,1,2,4,positive,APPEARANCE
thúy ngân tr? l?i r?i c?ng x?u,0,1,5,6,positive,OTHER
"bài c?a b?o th?m t?ng câu t?ng ch? , chúc m?ng 2t tin",0,2,3,7,positive,SPECIALIZE
"bài c?a b?o th?m t?ng câu t?ng ch? , chúc m?ng 2t tin",11,11,9,10,positive,SPECIALIZE
"bài c?a b?o th?m t?ng câu t?ng ch? , chúc m?ng 2t tin",0,2,3,3,positive,SPECIALIZE
"bài c?a b?o th?m t?ng câu t?ng ch? , chúc m?ng 2t tin",11,11,9,10,positive,OTHER
hch và mike không vào ???c top 3 thì tui s?c vãi,0,2,3,7,negative,SPECIALIZE
quán quân cái j ?s gây tranh cãi trong khi ?ó,0,1,5,7,negative,SPECIALIZE
??i vs hay qu? mãi yêu mong t?p 3 ?,,,2,9,positive,SPECIALIZE
bà nhi ch?i hay vui mà nhi?t tình dã man cute x?u ti?p theo,0,1,2,11,positive,APPEARANCE
pick quá ??nh vút theo dõi vì chú thái quá ?úng ??n mà dính kinh kh?ng khi?p,8,8,0,3,positive,SPECIALIZE
lyrical c?a bray + beat c?a masew mang l?i màu s?c m?i cho rv s3 . ?ó là,0,6,7,14,positive,SPECIALIZE
lyrical c?a bray + beat c?a masew mang l?i màu s?c m?i cho rv s3 . ?ó là,13,14,,,neutral,SPECIALIZE
có ?i?m tr? là ch? là v? cris không nên mang con pét lên bàn ti?c,6,7,8,15,positive,APPEARANCE
riêng tui tui th?y t?p này không ???c vui á huhu xu?ng là,4,5,6,10,negative,SPECIALIZE
bray mãi ??nh rap vi?t mùa 3 mãi ??nh nên,0,0,1,2,positive,OTHER
bray mãi ??nh rap vi?t mùa 3 mãi ??nh nên,3,6,7,8,positive,OTHER
bài c?a team bray và hch là hay nh?t vào phía,0,5,7,8,positive,SPECIALIZE
công nh?n là anh big mát tay quá,3,4,5,7,positive,OTHER
cup tình th??ng hay l?m ch??ng trình vào phía ngoài,5,6,0,6,negative,SPECIALIZE
lúc ??u quay thì ai c?ng ph?n son son ph?n nhé th? mà khi chu?n b? v? nhà thì m?t ai ?ó ?en sì v?y nh? nh?ng mà,,,0,25,negative,APPEARANCE
vs tui huhu sao l?i lo?i b? g?u c?a tui z? huhuhu,6,7,2,11,negative,SPECIALIZE
ph?i công nh?n có bà ngân vui h?n h?n tuy nhiên,4,5,,,positive,APPEARANCE
d? m?t cris d? th??ng vãi th?y v? là ch?y l?i ôm li?n,2,2,3,4,positive,APPEARANCE
ng??i hát cu?i cùng vòng 1 l?i là ng??i v? nh?t . tuy?t v?i hi?u ?ng,0,5,6,13,positive,SPECIALIZE
2t vô ??ch s?p x?p à tin t?c ??n,0,2,3,4,negative,SPECIALIZE
ti?t m?c c?a anh thái th? gi?i quá,0,4,5,7,positive,SPECIALIZE
rapviet mùa 3 th?t tuy?t v?i c?m ?n các b?n nh?ng tài n?ng m?i c?a vi?t nam,0,2,3,4,positive,SPECIALIZE
loa ch??ng trình trông chán th?t ngoài ra còn,0,2,3,5,negative,TECHNICAL
bài anh thái k?t h?p và mike và liu hay quá,0,8,9,10,positive,SPECIALIZE
?oán chính xác quán quân s? là ng??i mi?n núi . chúc m?ng e,7,9,0,9,positive,SPECIALIZE
?oán chính xác quán quân s? là ng??i mi?n núi . chúc m?ng e,7,9,11,13,positive,OTHER
h?i b?t công v?i team c?a thái vg,4,7,0,3,negative,SPECIALIZE
justati v?i doublet2 tuy?t v?i quá ??nh,0,2,3,6,positive,OTHER
t?p nào thúy ngân c?ng d? th??ng xinh ??p h?t á,2,3,5,8,positive,APPEARANCE
b?p gi?i quá à trí nh? c?c siêu,0,0,1,3,positive,SPECIALIZE
b?p gi?i quá à trí nh? c?c siêu,0,0,4,7,positive,SPECIALIZE
mùa 7 thích nh?t t?p có song luân vui r?t tr?i ví d? nh?,0,1,2,10,positive,APPEARANCE
t?c nhiên m?t t?p r?t ý ngh?a cho nh?ng ngày cu?i n?m ,,,2,11,positive,SPECIALIZE
top 5 có 3 ng??i t?ng ? tim bray,8,8,,,neutral,SPECIALIZE
moshi moshi nhìn chú ki?u minh tu?n gi?ng mi?ng cá h?i ghê,3,6,7,11,positive,APPEARANCE
t nhìn th?ng rái ?? tao ?a quá bây ?i bây vào phía bên ngoài,3,4,0,10,negative,APPEARANCE
a hoàng h?i tr? mãi trùi ui làm cho nó,0,2,3,4,positive,APPEARANCE
suboi v?n là 1 th? gì ?ó ?áng ?? ng??ng m?,0,0,7,10,positive,OTHER
?êm nay hu?nh công hi?u hay . ?o?n c?a ogenus c?ng hay . phía ngoài,2,4,0,5,positive,OTHER
?êm nay hu?nh công hi?u hay . ?o?n c?a ogenus c?ng hay . phía ngoài,7,9,7,11,positive,SPECIALIZE
dàn loa sao nghe rè rè v?y và c?ng,0,1,3,5,negative,TECHNICAL
tóm g?n ông n?i tr??ng giang nói l?m v?y ch?i không lo ch?i nh?m xàm là hay,2,5,6,16,negative,APPEARANCE
mình ngh? ch? nhã ph??ng ít tham gia game show á t?i mê ch? ph??ng quá à,2,4,,,neutral,APPEARANCE
anh ki?u minh tu?n ch? b? xàm và hay làm quá,0,3,4,10,negative,APPEARANCE
thích 6 anh này nè,1,4,0,0,positive,OTHER
"quá b?t ng? , 24k v?i liu m?i x?ng ?áng",4,6,8,9,positive,OTHER
hóng mùa 3 r?t mong tr??ng trình ra ph?n 3 s?m do ?ó,1,2,0,0,positive,OTHER
hóng mùa 3 r?t mong tr??ng trình ra ph?n 3 s?m do ?ó,8,9,3,10,positive,OTHER
quang hùng ít nói mà d? th??ng r?t tr?i ?úng mê ?ng bên ngoài,0,1,2,6,positive,APPEARANCE
quang hùng ít nói mà d? th??ng r?t tr?i ?úng mê ?ng bên ngoài,0,1,10,10,positive,OTHER
th??ng bray quá,0,0,1,1,positive,OTHER
?a ?a tr??ng giang lâm v? d? ch?i không hay,2,6,7,9,negative,APPEARANCE
"team c?a bisdady vô h?t c? ba em , th?t s? r?t x?ng ?áng và thuy?t ph?c .",0,2,3,16,positive,SPECIALIZE
?o?n bray rap tôi b? n?i da gà th?t s? các ông ?,0,2,3,12,positive,SPECIALIZE
?o?n bray rap tôi b? n?i da gà th?t s? các ông ?,1,2,5,7,positive,SPECIALIZE
t? vi?t sub ?âu r?i sao không sub l?i c?a vanda ??c bi?t,0,2,6,10,negative,TECHNICAL
ai hát c?ng hay ai c?ng hát c?ng gi?i th? k bi?t,,,1,3,positive,SPECIALIZE
ai hát c?ng hay ai c?ng hát c?ng gi?i th? k bi?t,,,6,8,positive,SPECIALIZE
team bray quá ch?nh chu t? ??u game ??n end game,0,1,3,4,positive,APPEARANCE
team bray quá ch?nh chu t? ??u game ??n end game,0,1,2,10,positive,OTHER
"bài c?a b?o th?m t?ng câu t?ng ch? , chúc m?ng 2t",0,2,3,7,positive,SPECIALIZE
"bài c?a b?o th?m t?ng câu t?ng ch? , chúc m?ng 2t",11,11,9,10,positive,SPECIALIZE
"bài c?a b?o th?m t?ng câu t?ng ch? , chúc m?ng 2t",0,2,3,3,positive,SPECIALIZE
"bài c?a b?o th?m t?ng câu t?ng ch? , chúc m?ng 2t",11,11,9,10,positive,OTHER
d2t win m?ng mún khóc lun m?y má ?i theo qui ??nh,0,1,,,positive,SPECIALIZE
mình r?t thích ch??ng trình 7 n? c??i xuân,3,8,1,2,positive,OTHER
team bray nghe cháy quá mn ? . không hi?u t?i sao bài nó hay th? n?i b? là,0,1,2,3,positive,SPECIALIZE
"qua 3 ??i th?y , 2 l?n ???c c?u b?i nón vàng xong vô ??ch , quá perfect xu?ng phía",,,,,neutral,OTHER
mong có mùa 3 s? gi? nguyên giàn cast ?i ra,2,3,,,positive,SPECIALIZE
hình ?nh b? nhòe khi di chuy?n nhanh ?i v?,0,1,2,7,negative,TECHNICAL
ch??ng trình toàn top 1 th?nh hành mà gi?i th??ng ít qua lên phía bên trong là,0,1,2,11,negative,SPECIALIZE
ph?n k?t h?p suboi v?i vanda ??nh ?ó là,0,5,6,6,positive,SPECIALIZE
"thái vg ??nh nh?t , hy v?ng mùa sau anh v?n còn góp m?t gi?ng nh?",0,1,2,13,positive,SPECIALIZE
cu?i cùng có thúy ngân ch? l?i c?m th?y vui h?n,3,4,,,positive,APPEARANCE
karik im l?ng vì ch??ng trình s?p x?p ng??i th?ng cu?c không x?ng ?áng,0,0,1,13,negative,APPEARANCE
karik im l?ng vì ch??ng trình s?p x?p ng??i th?ng cu?c không x?ng ?áng,4,5,6,13,negative,SPECIALIZE
?a ?a ?a h?t mùa 7 r?i gi?t mình xem v?i oh t?p 15 r?i tr?i ?i c? cu?i tu?n là nh? t?i 7 n? không c?n bk t?p bn,,,2,29,positive,OTHER
tr?i cu phin nhà anh lâm c?ng v?y c?ng,1,5,6,7,positive,APPEARANCE
ai chê tú ch? riêng t th?y d? th??ng ông lu?t gì c?ng nói ?c,2,2,7,8,positive,APPEARANCE
ai chê tú ch? riêng t th?y d? th??ng ông lu?t gì c?ng nói ?c,9,10,11,14,positive,APPEARANCE
karik c?ng là m?t cái gì ?ó quan tr?ng trong rap . ??ng c?p,0,0,2,13,positive,OTHER
hipo hát hay r?t nh?c c?a h?a kim tuy?n công nh?n bài nào nghe c?ng mê xu?ng là,0,0,1,3,positive,SPECIALIZE
hipo hát hay r?t nh?c c?a h?a kim tuy?n công nh?n bài nào nghe c?ng mê xu?ng là,4,8,9,15,positive,SPECIALIZE
he he qu?ng cáo ít h?n ???c không v?y,2,3,2,8,negative,TECHNICAL
mê thuý ngân quá ?i t?p này b? cute d? luôn,1,2,0,0,positive,OTHER
mê thuý ngân quá ?i t?p này b? cute d? luôn,1,2,8,8,positive,APPEARANCE
nghe mike v?y ?i nghe nh?c ch? nghe ráp làm con m? gì n?a,,,,,neutral,OTHER
tui th?y ôi h?t 1 mùa n?a r h? nhanh thé mong có s? xu?t hi?n mùa 8 s?m nh?t nha ? mãi yêu 7 n? c??i xuân ,,,2,27,positive,OTHER
t?p cu?i này d? th??ng th?t th??ng sài gòn c?a mình và m?n c? 2 ngày 1 ?êm tác ??ng,0,2,3,5,positive,SPECIALIZE
t?p cu?i này d? th??ng th?t th??ng sài gòn c?a mình và m?n c? 2 ngày 1 ?êm tác ??ng,7,10,6,6,positive,OTHER
t?p cu?i này d? th??ng th?t th??ng sài gòn c?a mình và m?n c? 2 ngày 1 ?êm tác ??ng,14,17,12,12,positive,OTHER
bu?n khi mike không ???c vô t?p . h?i th?t v?ng vào phía ngoài,3,3,3,6,negative,SPECIALIZE
bu?n khi mike không ???c vô t?p . h?i th?t v?ng vào phía ngoài,3,3,9,10,negative,OTHER
liu gây hát nh? l mà vào ?c top 3,0,1,2,9,negative,SPECIALIZE
ch??ng trình quá tuy?t v?i,0,1,2,4,positive,SPECIALIZE
?êm nay suboi và pháp ki?u r?t là cháy nha,2,5,8,8,positive,APPEARANCE
quá ??nh các ??u x?ng ?áng là quán quân trong lòng khán gi? . tuy?t v?i xu?ng phía là,,,0,15,positive,OTHER
cris phan th?y v? ch?y t?i ôm li?n luôn ?áng tr?ng r?t ch?g m?c dù v?y,0,1,2,12,positive,APPEARANCE
t??ng vanda s? rap bài time to rise . flow bài feat v?i suboi ??nh quá,1,1,3,7,neutral,SPECIALIZE
t??ng vanda s? rap bài time to rise . flow bài feat v?i suboi ??nh quá,9,13,14,15,positive,SPECIALIZE
"?o?n hok c?a ogenus b?t tai quá hay , hay nh?t t?i ?êm trao gi?i r?i và r?i",0,3,4,15,positive,SPECIALIZE
c?m ?n ch??ng trình 2 ngày 1 ?êm c?m ?n các b?n r?t nhi?u phía trên là,2,7,0,1,positive,OTHER
c?m ?n ch??ng trình 2 ngày 1 ?êm c?m ?n các b?n r?t nhi?u phía trên là,2,7,8,13,positive,OTHER
n?m nay ti?t m?c ck nào c?ng ?n t??ng th?t,2,4,7,8,positive,APPEARANCE
"th?ng thành nói l?m quá , làm nh? nó là sao c?a ?êm ráp v?y",0,1,2,14,negative,APPEARANCE
hi?u t?t tính ghê,0,0,1,2,positive,CHARACTERISTIC
"2t quá ch?t , quá x?ng ?áng rv mùa 3 ch? 1 t? thôi . ??nh sau ?ó",0,0,2,2,positive,SPECIALIZE
"2t quá ch?t , quá x?ng ?áng rv mùa 3 ch? 1 t? thôi . ??nh sau ?ó",0,0,1,6,positive,OTHER
"2t quá ch?t , quá x?ng ?áng rv mùa 3 ch? 1 t? thôi . ??nh sau ?ó",7,9,10,15,positive,OTHER
qu? nh?c c?a 24k right ??ng c?p ??y,1,4,5,7,positive,SPECIALIZE
"ng??i rap 10 m?y n?m thì á quân , ng??i rap g?n ?ây thì quán quân",,,0,15,negative,OTHER
"d2t rap rõ l?i , mk nghe hi?u nên m?i th?y nó hay có ai nh? mk không bên ngoài là",0,0,1,17,positive,SPECIALIZE
?úng là trình hlv quá ??ng c?p tin,2,3,4,5,positive,APPEARANCE
em m?n anh thái vg . t? hào v? anh,2,4,0,9,positive,OTHER
"a thái quá ??nh , rap song ng? m??t r??t",0,1,2,3,positive,SPECIALIZE
b?t nh?ng trò va cham l?i làm h? tr? em ,,,0,9,negative,APPEARANCE
ghi?n bài c?a anh thái liu grace mike l?m luôn qua là,1,7,0,0,positive,SPECIALIZE
t? nhiên ra cái d? khán gi? bình ch?n xàm v?y,,,0,10,negative,OTHER
d2t có hay k các ch? d mình ch? xem vì em ?y thôi lên phía bên trong là,,,,,neutral,OTHER
có bác jk t?ng giám ??c pepsi lên trao gi?i luôn phía bên ngoài,1,2,,,positive,APPEARANCE
chèn ?i t?p này c??i bò cô bé hài nh?t tr? l?i r?i,2,3,4,5,positive,OTHER
chèn ?i t?p này c??i bò cô bé hài nh?t tr? l?i r?i,6,9,10,12,positive,APPEARANCE
ánh ?èn sân kh?u h?t vô nhìn m? th?t th?m chí,0,3,4,8,positive,TECHNICAL
tây h? tây b?c tây huy?n tày flow cháy ?iên,0,7,8,8,positive,SPECIALIZE
"respect bigdady , respect t?t c? m?i ng??i c?ng nh?",1,1,0,0,positive,OTHER
"respect bigdady , respect t?t c? m?i ng??i c?ng nh?",4,7,3,3,positive,OTHER
k?t qu? mà ?? khán gi? vote thì chán b? m? không công tâm,0,1,3,13,negative,SPECIALIZE
ôi tr?i ?ang nghe ??n ?o?n hay mà qu?ng cáo mu?n ??p ?i?n tho?i luôn,,,,,negative,TECHNICAL
y?n ?áng th??ng mà xao xuy?n luôn á theo ph??ng th?c,0,0,1,7,negative,APPEARANCE
nghe thái vg rap n?i da gà luôn,1,2,3,7,positive,SPECIALIZE
d2t t? tay bray rùi t?i anh big t?i tay anh te xong gi? thành quán quân,0,0,1,16,positive,OTHER
d2t t? tay bray rùi t?i anh big t?i tay anh te xong gi? thành quán quân,3,3,,,neutral,OTHER
d2t t? tay bray rùi t?i anh big t?i tay anh te xong gi? thành quán quân,10,11,,,neutral,OTHER
d2t t? tay bray rùi t?i anh big t?i tay anh te xong gi? thành quán quân,6,7,,,neutral,OTHER
chúc m?ng d2t v? phía bên trong là,2,2,0,0,positive,OTHER
công b? quán quân mà không có b?n pháo b?n ? gì h?t v?y . th?t nh?t nh?o,,,0,17,negative,TECHNICAL
dàn cash vui tính quá mong ch? ??n mua ti?p theo ku pin d? th??ng quá tr?i,0,1,2,4,positive,CHARACTERISTIC
dàn cash vui tính quá mong ch? ??n mua ti?p theo ku pin d? th??ng quá tr?i,,,5,10,positive,OTHER
dàn cash vui tính quá mong ch? ??n mua ti?p theo ku pin d? th??ng quá tr?i,11,12,13,16,positive,APPEARANCE
mê ph?n team anh thái quá mê . anh ??i có khác nghe ?ã gì ?âu á .,1,4,0,0,positive,OTHER
mê ph?n team anh thái quá mê . anh ??i có khác nghe ?ã gì ?âu á .,1,4,0,6,positive,SPECIALIZE
mê ph?n team anh thái quá mê . anh ??i có khác nghe ?ã gì ?âu á .,3,4,8,16,positive,SPECIALIZE
công nh?n bài c?a team bray cháy,2,5,6,6,positive,SPECIALIZE
ph?n trình di?n c?a team bray ?úng ??nh tr?i ?i mê quá,0,5,6,11,positive,SPECIALIZE
hy v?ng mùa 3 s? ??n th?t s?m ?,,,0,8,positive,OTHER
verse ch? su trong bài k?t h?p v?i ông kia dính tai th?t s?,0,9,10,13,positive,SPECIALIZE
k?t qu? x?ng ?áng tuy?t v?i khán gi? tuy?t v?i giám kh?o jus,0,1,2,5,positive,SPECIALIZE
k?t qu? x?ng ?áng tuy?t v?i khán gi? tuy?t v?i giám kh?o jus,6,7,8,9,positive,SPECIALIZE
nh ma thích thúy ngân quá ?i t?p này có thúy ngân c??i nhi?u quá,3,4,2,2,positive,OTHER
nh ma thích thúy ngân quá ?i t?p này có thúy ngân c??i nhi?u quá,7,8,9,14,positive,APPEARANCE
nh ma thích thúy ngân quá ?i t?p này có thúy ngân c??i nhi?u quá,10,11,7,14,positive,APPEARANCE
mong mùa sau gi? nguyên dàn cast,1,2,0,6,positive,APPEARANCE
24k trình di?n t? v?y mà làm quán quân v? phía là,0,0,1,8,negative,SPECIALIZE
má ?i có ai b? nh? tôi không nhi?u qu?ng cáo vãi ?ái nh?t là cái qu?ng cáo vim toàn 15s ,9,10,8,12,negative,TECHNICAL
juste te vs d2t hay quá mê nha,0,3,4,7,positive,OTHER
quán quân th?y không tài b?ng m?y thì sinh khác xu?ng phía bên ngoài là,0,1,3,4,negative,SPECIALIZE
mùa này qu?ng cáo h?i nhi?u mà c?ng vui,0,1,2,5,positive,TECHNICAL
mùa này qu?ng cáo h?i nhi?u mà c?ng vui,0,1,8,8,positive,OTHER
b? thái ??nh nh?t tr??ng trình r?i . con gái b? r?c quá,0,1,2,6,positive,OTHER
b? thái ??nh nh?t tr??ng trình r?i . con gái b? r?c quá,8,10,11,12,positive,OTHER
không hi?u sao nh?ng mà tui v?n c? thíc nh?t c?a ??i anh thái vg d??i phía bên ngoài là,11,14,0,14,positive,OTHER
ng??i con tuyên quang mãi ch?t h?n n?a,0,3,4,5,positive,OTHER
ch??ng trình này quá thành công,0,2,3,5,positive,SPECIALIZE
tr?i ?i producers tr? và ??p trai quá theo h??ng,2,2,3,7,positive,APPEARANCE
d2t fed v?i justate hay quá tr?i luôn . n?i da gà lên phía là,0,3,4,4,positive,SPECIALIZE
chúc m?ng 2t - chàng raper ??t show nh?t mùa rap vi?t 3 .,2,2,0,0,positive,OTHER
chúc m?ng 2t - chàng raper ??t show nh?t mùa rap vi?t 3 .,2,2,0,13,positive,OTHER
"bài bray hay ghê l?i th?m , th?t t?ng câu",0,1,2,3,positive,SPECIALIZE
quán quân mà m?t t? là do x5 ti?n beat c?a masew,0,1,2,11,positive,CHARACTERISTIC
nghe hoàng h?i hát nh?ng bài hát ngày x?a t? d?ng mình c?m th?y tu?i thanh xuân ?ang ùa v? có ai 94 không ? nói khác,1,2,,,positive,SPECIALIZE
quán quân rap vi?t chúc m?ng dt2 . c? g?ng quán quân moi rap 2 n?a là oke,6,6,0,5,positive,SPECIALIZE
quán quân rap vi?t chúc m?ng dt2 . c? g?ng quán quân moi rap 2 n?a là oke,6,6,8,17,positive,OTHER
nghe m?y ch?c l?n b?n rap ti?ng anh c?a thái vg quá ch?t,4,10,0,12,positive,SPECIALIZE
ph?n lyrics c?a anh thái ch?t l??ng quá còn c?,0,4,5,7,positive,SPECIALIZE
bai cua doi anh bray chay qua,0,4,5,6,positive,SPECIALIZE
mong ekip mùa sau làm khá h?n ch? th?c s? cast gánh còng l?ng qua,,,,,negative,TECHNICAL
quán quân nh?t nh?t trong 3 mùa r?i ti?p theo,0,1,2,3,negative,SPECIALIZE
bài c?a smo vs karik hay th?t,0,4,5,6,positive,SPECIALIZE
có ai làm ?n d?p mie tr?n thành ra kh?i m?y show ngh? thu?t chuyên nghi?p nh? này ko r?i sau ?ó,6,7,4,4,negative,APPEARANCE
theo mình sao ngân v?i vinh chung ?ôi ?i mà là ng?c,,,,,neutral,OTHER
anh thái rap ghi?n quá ?i thui,0,1,3,4,positive,SPECIALIZE
hy v?ng mikelodic s? vô ??ch vì nhac c?a mike r?t hay và t?o ?c nhi?u bài hit ? rap vi?t,2,2,0,5,positive,SPECIALIZE
hy v?ng mikelodic s? vô ??ch vì nhac c?a mike r?t hay và t?o ?c nhi?u bài hit ? rap vi?t,7,9,10,20,positive,SPECIALIZE
ki?u này ch?c khó có mùa 3,5,6,,,neutral,SPECIALIZE
t?c nhiên t?p này ch?a xem ?ã ?oán r?t vui,2,3,4,9,positive,SPECIALIZE
t?p này trò ch?i lo?n r?t không t?p trung do ?ó,2,3,4,8,negative,SPECIALIZE
mê bé ng?c nh?t mà m?y t?p g?n ?ây bé ng?c qu?ng mi?ng h?i kì kì sao á nh?ng mà,1,2,0,3,positive,OTHER
mê bé ng?c nh?t mà m?y t?p g?n ?ây bé ng?c qu?ng mi?ng h?i kì kì sao á nh?ng mà,9,10,11,15,negative,APPEARANCE
tui th?y em thích ch? ng?c và ch? ngân và ch? d?,4,11,3,3,positive,OTHER
"rap vi?t n?m nay mùa 3 quá ??nh luôn , db2t quá x?ng ?áng",0,5,6,8,positive,SPECIALIZE
"rap vi?t n?m nay mùa 3 quá ??nh luôn , db2t quá x?ng ?áng",10,10,11,13,positive,SPECIALIZE
t?p này khách m?i không theo k?p dàn cast nên nh?t nhoà quá ,2,3,0,12,negative,APPEARANCE
a d??ngk ch?t h?n n?a,0,1,2,2,positive,APPEARANCE
có ai th?y lúc trao gi?i ?èn âm u không v?y,3,5,6,8,negative,TECHNICAL
b?n raper campuchia rap mình nghe không hi?u nh?ng nghe cái flow catchy ??y,1,3,6,7,negative,SPECIALIZE
b?n raper campuchia rap mình nghe không hi?u nh?ng nghe cái flow catchy ??y,1,3,11,12,positive,SPECIALIZE
th?t s? ?êm nay trình di?n c?a ??i justate r?t tuy?t bên ngoài là,7,8,0,10,positive,SPECIALIZE
"?êm tr??c 24k hay nh?t , ?êm nay team bray hay nh?t ?eo nói nhi?u nh?n bi?t",2,2,3,3,positive,SPECIALIZE
"?êm tr??c 24k hay nh?t , ?êm nay team bray hay nh?t ?eo nói nhi?u nh?n bi?t",8,9,10,10,positive,SPECIALIZE
bài hát c?a team anh thái to?t v?i,0,5,6,7,positive,SPECIALIZE
có trách thì trách ch??ng trình á m?i ng??i ch? ??ng ném ?á em nó quá t?i ?m,4,5,0,17,neutral,OTHER
love rap vi?t,1,2,0,0,positive,OTHER
d2t có hay k các ch? d mình ch? xem vì em ?y thôi,,,,,neutral,OTHER
mong ch??ng trình ra ph?n 3 n?u,,,0,5,positive,SPECIALIZE
ki?u ki?u th?y ch? d? hông thích ch? ngân hay sao á,3,4,3,11,negative,APPEARANCE
tr?n thành d?o này style ng? nh? nh? là,0,1,4,5,negative,APPEARANCE
góp ý ch??ng trình coi ???c xíu thì qu?ng cáo b?t qu?ng cáo v?i ch??ng trình oi,2,3,4,9,negative,TECHNICAL
ch??ng trình không có tr??ng giang t?p nào c?ng top 1 th? nh?ng,0,1,2,10,negative,OTHER
ch??ng trình không có tr??ng giang t?p nào c?ng top 1 th? nh?ng,4,5,0,10,negative,OTHER
raper n? suboi không bao gi? chìm n?i ch?t gi?ng n? th?c s? ti?p theo,0,2,3,12,positive,SPECIALIZE
justate v?n ? cái t?m mà khó ai v??t qua ???c,0,0,4,10,positive,SPECIALIZE
thích nh?t màn trình di?n c?a team thai vg và just tate trái l?i,2,11,0,1,positive,SPECIALIZE
"anh thái vg rap hay thi?t s? , nghe ?i nghe l?i quá ch?t truy?n",0,2,3,13,positive,SPECIALIZE
"tr?i quán quân ?úng b?n mình thích luôn , không ng? luôn",,,0,11,positive,SPECIALIZE
tui ngh? quang hùng hát hay quá tr?i không ng? ?ng xu?t hi?n luôn ?ó,2,3,4,7,positive,SPECIALIZE
tui ngh? quang hùng hát hay quá tr?i không ng? ?ng xu?t hi?n luôn ?ó,2,3,8,14,positive,APPEARANCE
hay quá ch??ng trình khán gi? th??ng b?n c? g?ng nhi?u h?n n?a b?n nhé 2t sau ?ây,15,15,0,14,positive,OTHER
nói riêng lan ng?c v?a xinh l?i v?a d? th??ng,2,3,4,9,positive,APPEARANCE
nói riêng lan ng?c v?a xinh l?i v?a d? th??ng,2,3,8,9,positive,CHARACTERISTIC
"quá x?ng ?áng , ???c lòng khán gi? là th?ng r?i , không th?c m?c",,,0,14,positive,OTHER
24k hay nh?t còn cá nhân mình thích liugace nh?t,0,0,1,1,positive,SPECIALIZE
24k hay nh?t còn cá nhân mình thích liugace nh?t,8,8,7,7,positive,OTHER
"andre sau bao n?m , v?n có ch?t ngông và ch?t ch?i riêng sau này",0,0,1,12,positive,APPEARANCE
"andre sau bao n?m , v?n có ch?t ngông và ch?t ch?i riêng sau này",0,0,1,12,positive,CHARACTERISTIC
âm thanh cu?i video b? l?i . ?o?n trao gi?i ti?ng b? rè h?n n?a,0,3,4,5,negative,TECHNICAL
âm thanh cu?i video b? l?i . ?o?n trao gi?i ti?ng b? rè h?n n?a,7,9,10,12,negative,TECHNICAL
ninh d??ng lan ng?c nhan s?c ??nh cao,0,3,4,7,positive,APPEARANCE
thúy ngân d? th??ng quá tr?i i love thúy ngân,0,1,2,5,positive,APPEARANCE
thúy ngân d? th??ng quá tr?i i love thúy ngân,0,1,2,5,positive,CHARACTERISTIC
thúy ngân d? th??ng quá tr?i i love thúy ngân,0,1,6,9,positive,OTHER
pháp ki?u vô top mà tôi vui quá tr?i trong khi ?ó,0,1,2,8,positive,SPECIALIZE
team bray ?úng là nhi?u t?ng c?m xúc,0,1,3,8,positive,OTHER
bu?n quá tôi c? ngh? 24k right là quán quân dù sao,5,6,,,neutral,OTHER
tôi xem hai ngày m?t ?êm nh? m?t ng??i t?i sao có m?t ??o di?n t v?i nh? v?y ,,,,,neutral,OTHER
?o?n anh thái rap ?úng ch?t rap âu nghe s??ng tai th?t,0,2,3,11,positive,SPECIALIZE
chúc dàn cast và ekip s?c kho? s?m kh?i ??ng mùa 3,1,2,,,positive,OTHER
chúc dàn cast và ekip s?c kho? s?m kh?i ??ng mùa 3,4,4,,,positive,OTHER
